0 0.46301538672888587
1 0.32411077071022015
2 0.2268775394971541
3 0.1588142776480079
4 0.11116999435360558
5 0.07781899604752393
6 0.05447329723326679
7 0.038131308063286795
8 0.02669191564430081
9 0.018684340951010604
10 0.013079038665707459
11 0.009155327065995273
12 0.006408728946196713
13 0.004486110262337739
14 0.003140277183636427
15 0.00219819402854555
16 0.001538735819981916
17 0.0010771150739873597
18 0.0007539805517912066
19 0.000527786386253871
20 0.0003694504703777397
21 0.0002586153292644441
22 0.00018103073048512258
23 0.0001267215113396263
24 8.87050579377851e-05
25 6.209354055651065e-05
26 4.346547838957878e-05
27 3.0425834872768775e-05
28 2.1298084410986408e-05
29 1.490865908771471e-05
30 1.0436061361438811e-05
31 7.305242953045743e-06
32 5.113670067176225e-06
33 3.5795690470640874e-06
34 2.50569833300435e-06
35 1.7539888331312049e-06
36 1.2277921832561638e-06
37 8.594545283068131e-07
